Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sun Mar  9 10:35:16 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   6421025  15972885  15972885  15972885  20962191 
"128"   8548124  14200794  25804035  31945770  25804035  21643049 
"256"   8534922  11695808  22940409  28401588  28401588  25684103  17096249 
"512"   8528336  13190469  21303197  26908901  26908901  25624554  22183443  20490142 
"1024"   7319232  6776473  16531459  19363647  25594883  22748081  18936769  26876184  17331995 
"2048"   6092991  13467949  9796850  20079056  18441025  24984852  26284531  10439809  24984852  13058467 
"4096"   8193352  10923071  12880338  17286949  21214804  20263922  17714753  19706075  26276719  23412013  17427236 
"8192"   7565215  11027561  13517846  13298112  12527222  20333543  15967862  22445525  24974266  15224943  16418026  7289171 
"16384"   6582447  9384309  11803808  13440658  13266805  12740443  15647203  15512977  24641184  23954036  18409604  5887143  4817414 
"32768"   0  0  0  0  18483397  17907808  18973307  17589246  20416357  20477194  19118468  6427545  4518371 
"65536"   0  0  0  0  14654835  14136315  18103360  17169346  14365335  15114138  25499337  6218421  4549918 
"131072"   0  0  0  0  15728967  16886567  18249879  18277789  18974235  18214808  15755563  12466455  5040264 
"262144"   0  0  0  0  16895079  21591733  22809170  23721521  23706177  23881242  20473625  6386278  5475824 
"524288"   0  0  0  0  810587  878572  1482932  1910420  2619709  1665104  1951433  2061381  2204141 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   6421025  10821524  10402178  10821524  12310336 
"128"   7917784  1802755  14200794  15881078  10779307  15881078 
"256"   8815202  11569783  9868433  15835569  15835569  12661199  17096249 
"512"   8562340  10641343  4961773  12499490  2438090  15471149  9859630  15037801 
"1024"   8914314  11489839  7883484  11645609  12790037  13305116  16280798  6025439  16280798 
"2048"   8229438  9796850  9483197  8398403  12786337  11917129  8784909  16399085  12345306  13552946 
"4096"   5611025  9188050  11500738  11378861  10425907  10400659  12597006  13126371  14838300  8162211  10036109 
"8192"   7223279  8159896  9396107  10721317  8752276  10922396  9695717  10278712  9447779  10651521  5801260  9427042 
"16384"   7265900  7891709  9324462  9706407  9406146  9324462  7333358  10095701  9852529  10610087  12154552  5975188  8719854 
"32768"   0  0  0  0  10853752  8163491  10079268  7867228  9963094  9087590  8482416  9222973  4835857 
"65536"   0  0  0  0  9450261  8895781  9311643  9432425  8425684  9310381  10054863  8281998  9111026 
"131072"   0  0  0  0  5667480  5082105  4896563  5600620  5600677  5097089  5519037  5271575  5770272 
"262144"   0  0  0  0  3467136  4017408  4153821  4308670  4217668  4410522  4149823  4240784  4184394 
"524288"   0  0  0  0  2580553  1321214  2850012  2186901  2725770  1225708  1853177  1745008  1779292 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   6421025  7293312  15972885  20962191  15972885 
"128"   8036304  10567140  15881078  14200794  31945770  14200794 
"256"   1985448  2413957  11569783  1243036  19591792  21134280  17096249 
"512"   7513788  9638369  11138071  11943357  15143846  15471149  23391616  15471149 
"1024"   7699755  9855234  11132462  9832672  13305116  9832672  17056672  24430194  12790037 
"2048"   7529708  10037248  12118884  11380325  13118295  11835033  11983630  15289867  22498183  11900619 
"4096"   6953144  8865630  9943171  7274040  10502389  11042425  10369272  12370246  12083134  21918530  9840653 
"8192"   6703285  7751239  6737460  6511465  8299843  9614327  10226704  9977258  6890129  9831659  15084578  9728660 
"16384"   6829736  7753693  8368375  7979682  6858364  8437214  8705493  9157949  9459231  10026469  10279951  16109378  8212365 
"32768"   0  0  0  0  10100750  9623359  9564426  8491326  9178625  9107462  8322669  8593798  12131813 
"65536"   0  0  0  0  8483675  8586766  8863367  8808832  9511739  8744937  8999759  7870338  8632068 
"131072"   0  0  0  0  5951554  5381700  4819383  5472777  4873082  5944282  5663860  5057979  5718652 
"262144"   0  0  0  0  3733615  4364980  3774462  4767906  4486542  4206341  3847300  4158298  3978810 
"524288"   0  0  0  0  1851248  1398220  2468120  779762  2062866  1798796  1761867  1805835  1628749 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  7940539  20962191  34389688  30484297 
"128"   9795896  15881078  25804035  25804035  25804035  31945770 
"256"   7735574  16072608  21558614  19591792  21134280  19955913  31762157 
"512"   9468384  14628067  17776344  18229030  24457224  21303197  13872122  19736867 
"1024"   9064828  7524394  19719260  18936769  19719260  8610501  18608584  23886714  14668318 
"2048"   9472740  9268323  9752360  12416686  19486895  10037248  22736381  19710468  19139540  10037248 
"4096"   7770863  12765490  15578328  7486415  12928804  13166611  15578328  14573961  12334720  16862753  18378010 
"8192"   6959913  11656039  11160086  12563868  15748303  13701116  17207351  11636301  11956180  10278712  8679319  6820377 
"16384"   8842150  10349621  11862900  10871948  10501454  12411393  12449618  13150025  13956577  5994473  6815511  5564868  4880712 
"32768"   0  0  0  0  16101462  14847341  16882721  15399657  13590585  8092829  6448050  4514661  4316711 
"65536"   0  0  0  0  15206110  14784100  17255571  14987231  14749987  12877976  6741035  4464564  4315817 
"131072"   0  0  0  0  17546253  18773373  18913526  17932586  18461311  14443007  10849557  4590946  4330668 
"262144"   0  0  0  0  20597509  24467952  23049202  25018009  25627368  21065537  14382890  4661005  4299555 
"524288"   0  0  0  0  461651  443835  521309  515029  1211834  1254977  1312403  1256294  1431729 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   12310336  15972885  64000000  34389688  64000000 
"128"   8548124  18012359  31945770  41924383  4407601  31945770 
"256"   12228612  16828306  25684103  23441229  31762157  28401588  31762157 
"512"   11877300  16049269  23139567  21303197  23391616  28328790  25624554  24181823 
"1024"   12492426  15743686  22276143  27045423  22276143  7941793  23886714  23240448  29256135 
"2048"   9752360  17645509  21115571  20909969  28367810  24074544  21325256  26944106  26944106  27286464 
"4096"   10638969  15764158  13746032  17880690  22521946  16585996  23670066  16318176  24237769  25308964  26438471 
"8192"   10278712  14920815  14785977  18239534  18706245  19403449  18124082  17172951  13934487  16064918  11853067  9309549 
"16384"   10742780  14308194  15970852  8459025  15326149  15339834  16943483  17052801  13780259  14907239  10981401  5938526  5053718 
"32768"   0  0  0  0  20609230  18490857  20176581  18044172  19129112  14466031  10896778  5430479  4561258 
"65536"   0  0  0  0  18945591  17721703  20314969  17673846  18399028  15326505  13630215  5397509  4546081 
"131072"   0  0  0  0  20168008  19977459  20631208  19137380  19968026  18697393  18476202  5310223  4420189 
"262144"   0  0  0  0  21198753  25602901  26659476  27165334  27103727  26675646  24067337  5172035  4477644 
"524288"   0  0  0  0  645645  677395  826272  713989  1180363  1028622  1320036  1226811  1578719 
