iozone -a -b output.xlsx
	Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Tue Mar 11 12:34:49 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
"262144"   0  0  0  0  25918548  24739923  25590387  26580848  26781557  26798528  26143488  18455673  6913436 
"524288"   0  0  0  0  21369905  19684083  21210777  22054896  24387849  25806556  23931350  22314732  14682687 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7940539  15972885  2203800  15972885  22737791 
"128"   8036304  12842051  21643049  24620673  21643049  21643049 
"256"   8271916  12812277  23441229  23441229  28401588  21134280  21134280 
"512"   8394979  12499490  17069844  24457224  24457224  25624554  23391616  22183443 
"1024"   8474583  13305116  17616353  22276143  27744245  26876184  25594883  29256135  24292018 
"2048"   8608824  13219235  18129656  23291219  20079056  29742954  26610232  30055155  27373418  25278959 
"4096"   8430572  13299112  18299707  23004469  23670066  25610798  29276929  30579734  29888133  29227122  10444923 
"8192"   8640034  12563868  17685627  21056268  21721845  22578268  24669441  27037759  29779484  25607089  21504328  8932018 
"16384"   5688789  9948090  15153786  16064188  12180404  17319264  21113234  18508772  25210702  19457320  16599686  6553571  5441055 
"32768"   0  0  0  0  18274498  22308600  22004999  20516933  18671726  20253888  18628703  7241707  4787178 
"65536"   0  0  0  0  18486885  21795285  24068171  25372238  24824594  24527765  27746371  6397448  4613531 
"131072"   0  0  0  0  18666285  22799329  25639436  24125000  26602196  27912329  19595082  7574709  4762107 
"262144"   0  0  0  0  18462181  22745941  25939338  27696340  27795763  25450594  22080849  6314285  4181243 
"524288"   0  0  0  0  16877160  16813800  22123681  24673526  27226145  28535838  20049298  5667982  6021326 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  7100397  5735102  5389653  15972885 
"128"   8036304  10779307  11720614  12842051  5847904  15881078 
"256"   8534922  11091721  14164395  14164395  17096249  4404088  17096249 
"512"   9145790  11877300  13438092  14628067  15930214  17069844  9468384  18229030 
"1024"   9300377  11773301  14422045  14820161  16531459  16789959  17985196  8262639  19629138 
"2048"   9483197  12274742  13836752  14613561  16001943  16001943  16915790  18763275  8464610  19486895 
"4096"   9461292  12299398  14475721  14889742  15999048  16195114  15939671  17356809  17733038  8162211  18030821 
"8192"   9073541  12044191  14728932  14222889  14450187  14323685  15633656  16386705  15367944  16125233  7494262  13603476 
"16384"   7471290  9834199  12460906  12199866  9127540  12109573  13629933  13065021  13223406  10033789  13223406  9822953  11538233 
"32768"   0  0  0  0  12105100  12226788  12268261  11748118  12370959  11955573  11268438  11084854  6784158 
"65536"   0  0  0  0  11831455  12125287  12834682  13194473  13479160  13086429  12561938  7251221  9600774 
"131072"   0  0  0  0  12353561  12246239  13691932  14612302  13097904  13117593  12448671  9799777  6148650 
"262144"   0  0  0  0  13208329  13656187  14026564  14718084  14927698  14314729  13737060  11117204  7311612 
"524288"   0  0  0  0  6159749  5713740  7285398  7619707  11189602  11542592  5745748  8101359  4517119 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  10821524  9006179  22737791  12902017 
"128"   9129573  11470204  15881078  15881078  21643049  18637664 
"256"   8815202  11207494  12812277  14953435  17096249  23441229  18259146 
"512"   9145790  11877300  13872122  15037801  17069844  19037014  24457224  17630404 
"1024"   9320560  12173747  14422045  15080341  16789959  17331995  19276739  29256135  20088179 
"2048"   9483197  12187663  9610516  15048789  16367837  16783585  17791701  20268568  24697509  20079056 
"4096"   9100443  12049235  14414991  14736477  16119138  16256412  16241044  17569819  19796907  27105892  20097981 
"8192"   8705708  11378128  14077211  12154969  15198005  14146762  16034929  15058135  15997600  15879308  23732285  13470151 
"16384"   6966125  9087707  11761383  10304615  11465082  10944673  11076987  11677441  13097393  10208178  13225951  15544559  8467363 
"32768"   0  0  0  0  11365348  12236585  11799557  11728068  12046743  10941018  10635380  9388672  12794771 
"65536"   0  0  0  0  10893671  10238375  10543109  10864393  10654675  13256196  10942676  9258949  9079427 
"131072"   0  0  0  0  12313165  13043521  13915823  14304337  14592521  14981026  12366344  9795412  7658813 
"262144"   0  0  0  0  13111150  13516679  10849429  10311291  14661365  14689179  13541983  10394245  5808523 
"524288"   0  0  0  0  8452034  9216945  7552840  9995978  11765660  4639761  7627107  9230564  7080859 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   10821524  10821524  15972885  15972885  12902017 
"128"   10779307  14200794  16365173  18012359  18012359  20804356 
"256"   11569783  14953435  19591792  21134280  21134280  21558614  21558614 
"512"   11943357  16543832  20490142  22414989  22414989  22183443  22414989  23139567 
"1024"   12313351  17985196  21388672  24998980  23754601  24430194  24292018  25594883  24430194 
"2048"   12488897  17221003  22264924  26610232  24416701  25278959  23482233  26944106  25966707  24984852 
"4096"   11907264  16715094  21346604  16780400  24514454  25308964  25572675  26116935  25458986  24549484  21110529 
"8192"   10738070  14193513  20037103  12338289  21017628  19692587  22256517  18964361  21504328  16961023  10088578  8358395 
"16384"   10202116  12508537  15874927  15751211  18004447  15498982  16976970  14013499  10680999  9214436  6201667  4969299  4789212 
"32768"   0  0  0  0  18284223  18163404  20686781  19252373  13895627  8735819  5724761  4687101  4417440 
"65536"   0  0  0  0  19156849  22691292  21044403  23556644  22970031  17984912  7656807  4399256  4337816 
"131072"   0  0  0  0  22559817  24933586  26953034  26532865  25450708  23007335  11638293  4678143  4435310 
"262144"   0  0  0  0  21300189  17881492  26586632  26862035  28921725  24744377  18810567  4499007  3641094 
"524288"   0  0  0  0  8381771  24110826  6989951  26565051  29441291  4175898  5455756  3645977  4199816 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  12902017  12902017  20962191  34389688 
"128"   12842051  16365173  8036304  18637664  25804035  25804035 
"256"   11569783  16072608  19591792  19955913  19591792  23441229  19955913 
"512"   11943357  16417355  20490142  21303197  22414989  21303197  22414989  23139567 
"1024"   12348754  17985196  22276143  25594883  24430194  25748325  25594883  26219889  24998980 
"2048"   12635867  18441025  23291219  26944106  25278959  26610232  26284531  27637635  26944106  26284531 
"4096"   12379160  18456987  23285086  25271734  25764430  26602226  26768022  27496338  26438471  29078712  28034773 
"8192"   12414071  17505420  22314333  23601871  23140898  23392977  23880735  23408914  23748688  21901844  15938235  10795424 
"16384"   11447892  13689668  19640838  19031618  20453408  19095078  19736735  16786208  16753469  12234618  7880849  5516621  4680906 
"32768"   0  0  0  0  21141833  23865877  23271838  22443389  17356020  10984741  6792876  5332505  4586832 
"65536"   0  0  0  0  21671564  24137916  26256854  25934800  25730872  21564454  13136461  4912410  4462535 
"131072"   0  0  0  0  23043016  24961889  27370364  27523839  28067660  28511635  20084014  5425839  4459017 
"262144"   0  0  0  0  23843954  26580848  28459832  25169776  29554535  29027093  25678241  1782078  3386835 
"524288"   0  0  0  0  22252409  24865475  27880273  28256071  29900862  13902751  25766037  4431363  4399306 
